time,reg1,reg2,reg3,reg4,reg5,reg6,reg7
2024-07-10 14:56:56.785300,41570532.0,24219862.0,18842068.0,31622364.0,25239864.0,17583848.0,158315408.0
2024-07-10 14:58:46.289625,41922220.0,24428724.0,19074084.0,31973390.0,25090384.0,17245540.0,158703856.0
2024-07-10 15:00:35.791370,42171816.0,25174952.0,18964450.0,32634468.0,26176944.0,17433972.0,160971696.0
2024-07-10 15:02:25.295120,42752064.0,25054292.0,18863412.0,32119604.0,25732092.0,17359286.0,161283968.0
2024-07-10 15:04:14.800870,43287180.0,25178252.0,19313920.0,31370798.0,25760994.0,17163356.0,161839808.0
2024-07-10 15:06:04.305620,43271524.0,24112264.0,18964052.0,32319162.0,26049088.0,17481242.0,159246448.0
2024-07-10 15:07:53.809370,43993888.0,23574296.0,18976744.0,32497298.0,25798616.0,17238960.0,159506192.0
2024-07-10 15:09:43.347120,42602352.0,23526100.0,19103360.0,34669604.0,25736280.0,17120304.0,158794880.0
2024-07-10 15:11:32.851870,42195752.0,23508954.0,19334048.0,34960448.0,25519688.0,17253466.0,158694368.0
2024-07-10 15:13:22.356185,42221784.0,24049168.0,19337184.0,34215444.0,25425400.0,17157892.0,158628256.0
2024-07-10 15:13:41.797215,41954448.0,24125962.0,19389774.0,34106144.0,25515228.0,17149812.0,158651184.0
2024-07-10 15:14:01.189245,41883184.0,24058160.0,19421568.0,34405124.0,25559032.0,17125804.0,158475232.0
2024-07-10 15:14:20.583285,41956056.0,23783068.0,19389192.0,34214728.0,25784266.0,17091248.0,158190176.0
2024-07-10 15:15:57.832580,41746152.0,22720916.0,18952138.0,33848496.0,25916130.0,17208750.0,156035680.0
2024-07-10 15:17:35.458750,41622604.0,22977444.0,18851132.0,33292952.0,25877924.0,17273440.0,156220576.0
2024-07-10 15:19:12.230180,42024124.0,23019950.0,18383740.0,33255398.0,26420610.0,17290282.0,155629952.0
2024-07-10 15:20:49.415475,42822632.0,22879708.0,18548476.0,32527240.0,25939928.0,17322572.0,155516960.0
2024-07-10 15:22:26.598770,42313240.0,22876336.0,18444160.0,32324284.0,26239706.0,17399228.0,155937920.0
2024-07-10 15:24:03.783075,43560056.0,23412084.0,18541940.0,32255804.0,26464424.0,17337448.0,158060672.0
2024-07-10 15:25:40.968245,43626640.0,23698640.0,18973016.0,31971156.0,26194666.0,17397536.0,158655008.0
2024-07-10 15:27:18.151540,43010096.0,25470312.0,20037850.0,33022200.0,26539184.0,17321888.0,162029744.0
2024-07-10 15:28:55.335970,42147528.0,27598628.0,20377680.0,32893184.0,26054826.0,17224410.0,167381696.0
2024-07-10 15:30:32.520140,42726268.0,31857572.0,24242396.0,32968908.0,25898922.0,17379444.0,187091680.0
2024-07-10 15:32:09.959435,43811824.0,36575224.0,28468824.0,33651112.0,26275240.0,17209484.0,209621376.0
2024-07-10 15:33:47.394730,43801112.0,36730304.0,24239816.0,32407636.0,26349236.0,17240266.0,204428480.0
2024-07-10 15:35:37.129055,43947808.0,36733372.0,23812512.0,32955246.0,25942044.0,17323084.0,207741392.0
2024-07-10 15:37:26.856370,43391128.0,32013202.0,19947288.0,32295944.0,26623732.0,17527864.0,189586064.0
2024-07-10 15:39:16.585570,42539820.0,29624440.0,19632936.0,31797340.0,27419020.0,17462572.0,179508640.0
2024-07-10 15:41:06.313020,42250924.0,28409656.0,19603484.0,31257012.0,27778734.0,17570188.0,174352640.0
2024-07-10 15:42:56.413350,42318000.0,26869186.0,20286524.0,31623144.0,27740428.0,17386502.0,170093488.0
2024-07-10 15:44:45.770660,41834016.0,26006944.0,19900840.0,32895658.0,28101024.0,17443172.0,166313056.0
2024-07-10 15:46:35.495975,41356776.0,25844956.0,20330664.0,33281190.0,28395240.0,17523636.0,165324448.0
2024-07-10 15:48:25.225300,40934084.0,25660780.0,20434636.0,34502856.0,27483924.0,17200582.0,163603840.0
2024-07-10 15:50:14.921615,41347716.0,25597206.0,20817104.0,34840440.0,27452584.0,17423224.0,163206208.0
2024-07-10 15:52:04.648940,41484460.0,25092146.0,19993860.0,34310896.0,27570904.0,17221748.0,161247584.0
