Date,QS_mode,AR sum
2024-06-02T03:03:24.872,3660,445158323.84102094
2024-06-02T03:04:49.832,3586,449032685.4415013
2024-06-02T03:05:15.656,3646,452801538.3535367
2024-06-02T03:06:14.792,3836,453567715.0242144
2024-06-02T03:06:40.584,3739,454854238.79506093
2024-06-02T03:07:39.752,3824,450756320.9137088
2024-06-02T03:08:05.544,3855,454122380.4469276
2024-06-02T03:09:04.680,3611,454460183.8272625
2024-06-02T03:09:30.478,3635,453620374.99509484
2024-06-02T03:10:29.673,3730,450095710.0724864
2024-06-02T03:10:55.529,3796,453724299.87346125
2024-06-02T03:11:54.888,3851,448409160.1834508
2024-06-02T03:12:20.745,3710,448880848.8458872
2024-06-02T03:13:20.105,3757,447838097.51339614
2024-06-02T03:13:45.961,3795,448955470.85058486
2024-06-02T03:14:45.323,3856,451150723.0916803
2024-06-02T03:15:11.179,3767,450618943.9188676
2024-06-02T03:16:10.539,3757,455680597.2970435
2024-06-02T03:17:35.755,3826,450807676.2169879
2024-06-02T03:18:01.611,3735,451447268.65290916
2024-06-02T03:19:00.972,3634,449217991.71381027
2024-06-02T03:19:26.829,3752,452539581.9260377
2024-06-02T03:20:26.189,3626,452827819.0824213
2024-06-02T03:20:52.451,3636,451673674.92008054
2024-06-02T03:21:51.424,3765,449406891.0981729
2024-06-02T03:22:17.280,3748,451163228.67389107
2024-06-02T03:23:16.641,3710,448178340.97263265
2024-06-02T03:23:42.502,3667,446989533.1927305
2024-06-02T03:24:41.858,3731,446695512.55166197
2024-06-02T03:25:07.714,3829,450542428.40661496
2024-06-02T03:26:07.739,3792,451683314.0526931
2024-06-02T03:26:32.930,3514,453484382.78743607
2024-06-02T03:27:32.290,3821,453400227.0737332
2024-06-02T03:27:58.147,3741,452709493.88790935
2024-06-02T03:28:57.512,3692,455770589.94854164
2024-06-02T03:29:23.396,3727,458975932.3066165
2024-06-02T03:30:48.612,3832,458945204.50183916
2024-06-02T03:31:47.972,3910,455981762.966761
2024-06-02T03:32:13.828,3891,453891170.93279207
2024-06-02T03:33:13.190,3888,456598095.93985474
2024-06-02T03:33:39.460,3741,454940246.274761
2024-06-02T03:34:38.406,3937,457068075.6858406
2024-06-02T03:35:04.263,3737,455794282.8658324
2024-06-02T03:36:03.622,3897,454059147.3598008
2024-06-02T03:36:29.478,3823,456606170.9383803
2024-06-02T03:37:28.839,3710,460348913.29360485
2024-06-02T03:37:54.696,3767,461524940.354297
2024-06-02T03:38:54.562,3798,458421557.6753466
2024-06-02T03:39:19.912,3888,455086292.2418979
2024-06-02T03:40:19.271,3829,455969038.919404
2024-06-02T03:40:45.191,3958,459243417.2469746
2024-06-02T03:41:44.712,3799,461261714.36857593
2024-06-02T03:42:10.633,3778,458420084.9236314
2024-06-02T03:43:10.153,3755,457329614.33951044
2024-06-02T03:44:35.594,3789,454263349.72311413
2024-06-02T03:45:01.517,3691,457059959.4811879
2024-06-02T03:46:01.651,3878,458389072.14433265
2024-06-02T03:46:26.986,3710,455939195.8188325
2024-06-02T03:47:26.510,3770,457308256.8643813
2024-06-02T03:47:52.426,3770,457863352.7365301
2024-06-02T03:48:51.947,3927,457402799.1933245
2024-06-02T03:49:17.867,3598,460092324.25469637
2024-06-02T03:50:17.386,3886,456280598.5125197
2024-06-02T03:50:43.306,3856,457451283.69232696
2024-06-02T03:51:42.827,3949,458009163.5331721
2024-06-02T03:52:08.747,3914,457727898.4492629
2024-06-02T03:53:08.267,3928,459584551.5457814
2024-06-02T03:53:34.187,3887,458754910.83651537
2024-06-02T03:54:33.706,3585,454360997.4913736
2024-06-02T03:54:59.626,3734,460056612.57098365
2024-06-02T03:55:59.148,3886,457558624.659888
2024-06-02T03:56:25.677,3834,459164613.04513305
2024-06-02T03:57:50.510,3832,455334683.4339314
2024-06-02T03:58:50.598,3953,458355900.45052105
2024-06-02T03:59:15.977,3953,456206472.07748234
2024-06-02T04:00:15.503,3829,457598461.01740277
2024-06-02T04:00:41.418,3706,456848217.6756489
2024-06-02T04:01:40.940,3703,457802241.6740484
2024-06-02T04:02:06.858,3670,457557832.78956014
2024-06-02T04:03:06.380,3881,455193338.65837365
2024-06-02T04:03:32.299,3870,457283745.7993707
2024-06-02T04:04:31.820,3858,453286695.8094478
2024-06-02T04:04:57.738,3876,459242742.0489323
2024-06-02T04:05:57.261,3633,459567017.6560098
2024-06-02T04:06:23.179,3890,460157863.19703215
2024-06-02T04:07:22.701,3876,458417217.11923933
2024-06-02T04:07:48.619,3890,457695328.018814
2024-06-02T04:08:48.140,3759,456380823.7256183
2024-06-02T04:09:14.583,3632,455534418.8662363
2024-06-02T04:10:13.580,3817,461759112.15213376
2024-06-02T04:10:39.532,3657,460855870.9858257
2024-06-02T04:12:05.163,3883,459843556.97746
2024-06-02T04:13:04.845,3827,457914189.6490226
2024-06-02T04:13:30.794,3724,457924442.2817141
2024-06-02T04:14:30.477,3872,460150574.7866834
2024-06-02T04:14:56.427,3926,462000571.53499174
2024-06-02T04:15:56.109,3631,459985508.0823457
2024-06-02T04:16:22.593,3858,460563992.40205693
2024-06-02T04:17:21.741,3899,463450152.180658
2024-06-02T04:17:47.691,3843,462810846.61688125
2024-06-02T04:18:47.373,3908,463801208.53367394
2024-06-02T04:19:13.324,3749,464173121.91175216
2024-06-02T04:20:13.575,3847,461290910.38192815
2024-06-02T04:20:38.956,3872,461750226.69757146
2024-06-02T04:21:38.638,3777,460928550.6703317
2024-06-02T04:22:04.588,3918,462162419.88430226
2024-06-02T04:23:04.267,3675,461434343.2556039
2024-06-02T04:23:04.267,3675,464825683.60254747
2024-06-02T04:23:04.267,3920,463387996.8804103
2024-06-02T04:23:04.267,3675,463795237.1199047
2024-06-02T04:28:52.141,3587,466721662.7781835
2024-06-02T04:28:52.141,3587,466849198.60354435
2024-06-02T04:28:52.141,3587,466288292.6515624
2024-06-02T04:28:52.141,3587,462785292.14184153
2024-06-02T04:28:52.141,3587,463989311.2784917
2024-06-02T04:29:51.821,3803,466344645.6998858
2024-06-02T04:30:17.773,3951,470240049.57130104
2024-06-02T04:31:17.453,3653,466840006.6557661
2024-06-02T04:31:43.405,3592,467819794.7232088
2024-06-02T04:32:43.844,3544,468987254.2224305
2024-06-02T04:33:09.375,3793,467304886.9167974
2024-06-02T04:34:34.670,3699,468566011.47101873
2024-06-02T04:35:34.350,3702,464692277.4044873
2024-06-02T04:36:00.334,3586,470294510.48634785
2024-06-02T04:37:00.140,3649,466271343.66026586
2024-06-02T04:37:25.965,3651,469482957.40636957
2024-06-02T04:38:25.646,3616,464877120.42990386
2024-06-02T04:38:51.598,3640,462719402.4969722
2024-06-02T04:39:51.278,3768,466790654.4338521
2024-06-02T04:40:17.262,3678,466743427.09031
2024-06-02T04:41:17.166,3546,465883344.78264457
2024-06-02T04:41:43.182,3683,468372378.0637388
2024-06-02T04:42:43.858,3899,470282279.47497493
2024-06-02T04:43:09.102,3610,472028905.1308048
2024-06-02T04:44:09.592,3613,469156898.68586475
2024-06-02T04:44:59.361,3665,470583529.737594
2024-06-02T04:45:30.774,3669,477226458.71857375
2024-06-02T04:46:20.490,3695,478562059.699225
2024-06-02T04:47:10.202,3590,479766433.73092306
2024-06-02T04:47:59.922,3610,481593652.31607205
2024-06-02T04:48:33.665,3522,481226567.72526115
2024-06-02T04:49:22.787,3556,480092013.29200494
2024-06-02T04:50:12.503,3884,476642033.7835788
2024-06-02T04:50:45.647,3741,480161225.54061395
2024-06-02T04:51:35.365,3516,478168959.4033982
2024-06-02T04:52:25.792,3548,474675237.9831796
2024-06-02T04:53:14.799,3733,475675148.79705244
2024-06-02T04:53:47.943,3755,473665338.3993686
2024-06-02T04:54:37.663,3744,475015060.1291174
2024-06-02T04:55:27.380,3559,477263231.49940187
2024-06-02T04:55:49.456,3697,477869410.29057103
2024-06-02T04:56:49.360,3657,475946725.70991075
2024-06-02T04:57:15.376,3836,482571447.8636476
2024-06-02T04:58:15.280,3795,479282588.38584614
2024-06-02T04:58:41.296,3763,476562643.93793195
2024-06-02T04:59:41.200,3667,474053073.7003156
2024-06-02T05:01:07.120,3635,475168109.0621672
2024-06-02T05:01:33.136,3711,478423664.12470555
2024-06-02T05:02:33.404,3823,474370737.5835539
2024-06-02T05:02:59.566,3573,477108809.187099
2024-06-02T05:03:58.961,3812,474286538.57117563
2024-06-02T05:04:24.977,3606,474059694.5647039
2024-06-02T05:05:24.881,3694,471226546.09006274
2024-06-02T05:05:50.897,3564,472469697.9797421
2024-06-02T05:06:50.801,3834,471832926.8533637
2024-06-02T05:07:16.817,3649,471546962.63817567
2024-06-02T05:08:16.721,3715,471564258.074518
2024-06-02T05:08:42.737,3575,470819680.064042
2024-06-02T05:09:42.641,3676,468574280.91188306
2024-06-02T05:10:08.656,3565,471345562.6889646
2024-06-02T05:11:08.785,3814,472760902.47764975
2024-06-02T05:11:34.863,3666,475255575.815695
2024-06-02T05:12:34.993,3649,472768453.7526926
2024-06-02T05:13:01.709,3553,474261122.5508713
2024-06-02T05:14:01.201,3818,477760636.5178297
2024-06-02T05:14:27.280,3702,472074934.36723626
2024-06-02T05:15:27.409,3538,472847442.5715564
2024-06-02T05:15:53.487,3755,473184867.32953644
2024-06-02T05:17:19.696,3671,474860033.7812403
2024-06-02T05:18:19.826,3872,473421978.3759016
2024-06-02T05:18:45.904,3564,476357776.3614781
2024-06-02T05:19:46.348,3586,477141084.23389393
2024-06-02T05:20:12.112,3560,476432193.4405644
2024-06-02T05:21:12.242,3757,473716660.820357
2024-06-02T05:21:38.320,3781,478286226.52400583
2024-06-02T05:22:38.450,3599,476317772.9472879
2024-06-02T05:23:04.532,3538,474008056.2162796
2024-06-02T05:24:04.659,3633,476079676.57387257
2024-06-02T05:24:30.737,3581,476601676.70510453
2024-06-02T05:25:30.867,3712,475601058.1620767
2024-06-02T05:25:56.945,3669,477954999.3346697
2024-06-02T05:26:57.749,3660,480872250.1218754
2024-06-02T05:27:23.153,3793,481551479.80923414
2024-06-02T05:28:23.283,3602,477781544.5785588
2024-06-02T05:28:49.362,3657,479220407.0954413
