Time,Total,smoothed_count,Area,Exposure,Meas_exposure
2024-07-10 05:01:19.989355,2365614077.6512237,2365614077.651224,372921,2000,1929.7000000000003
2024-07-10 05:02:51.990515,2364213781.2102866,2364213781.210287,372921,2000,1929.7000000000003
2024-07-10 05:04:23.990685,2360044844.547371,2360044844.547371,372921,2000,1932.4
2024-07-10 05:05:55.989970,2357936241.5254564,2357936241.5254564,372921,2000,1929.7000000000003
2024-07-10 05:07:27.991255,2353382134.1751575,2353382134.1751575,372921,2000,1929.7000000000003
2024-07-10 05:08:59.991550,2353127449.0917525,2353127449.091753,372921,2000,1929.7000000000003
2024-07-10 05:10:31.990710,2351414994.1421146,2351414994.1421146,372921,2000,1929.7000000000003
2024-07-10 05:12:03.991880,2348768844.562335,2348768844.562335,372921,2000,1929.7000000000003
2024-07-10 05:13:35.992165,2354033693.2704926,2354033693.2704926,372921,2000,1929.7000000000003
2024-07-10 05:15:07.991325,2349131991.3473644,2349131991.3473644,372921,2000,1927.0
2024-07-10 05:16:40.247620,2350656263.5355687,2350656263.535569,372921,2000,1929.7000000000003
2024-07-10 05:18:12.533780,2351091049.4874744,2351091049.4874744,372921,2000,1929.7000000000003
2024-07-10 05:19:44.792950,2355457225.96049,2355457225.96049,372921,2000,1929.7000000000003
2024-07-10 05:21:17.462350,2352070490.4373217,2352070490.4373217,372921,2000,1929.7000000000003
2024-07-10 05:22:49.302395,2356280633.416021,2356280633.416021,372921,2000,1929.7000000000003
2024-07-10 05:24:21.559690,2360533165.238365,2360533165.238365,372921,2000,1929.7000000000003
2024-07-10 05:25:53.814975,2355929253.9281063,2355929253.9281063,372921,2000,1929.7000000000003
2024-07-10 05:27:26.711450,2356704824.27156,2356704824.2715607,372921,2000,1929.7000000000003
2024-07-10 05:28:58.327305,2358582134.053074,2358582134.053074,372921,2000,1929.7000000000003
2024-07-10 05:30:30.583590,2360140905.9580784,2360140905.9580784,372921,2000,1929.7000000000003
2024-07-10 05:32:02.839760,2358397676.485577,2358397676.485577,372921,2000,1929.7000000000003
2024-07-10 05:33:35.960450,2360904418.7026405,2360904418.7026405,372921,2000,1929.7000000000003
2024-07-10 05:35:07.352340,2359628586.6439815,2359628586.643982,372921,2000,1929.7000000000003
2024-07-10 05:36:39.608500,2361395913.119463,2361395913.119463,372921,2000,1929.7000000000003
2024-07-10 05:38:11.864670,2363706910.528087,2363706910.5280867,372921,2000,1932.4
2024-07-10 05:39:44.124955,2365993555.2103014,2365993555.2103014,372921,2000,1929.7000000000003
2024-07-10 05:41:16.377240,2365039519.305399,2365039519.305399,372921,2000,1929.7000000000003
2024-07-10 05:48:12.569105,2367278887.9193115,2367278887.9193115,372921,2000,1932.4
2024-07-10 05:49:45.135400,2368555375.4816437,2368555375.481644,372921,2000,1929.7000000000003
2024-07-10 05:51:17.657685,2371104447.059124,2371104447.059124,372921,2000,1929.7000000000003
2024-07-10 05:52:50.201855,2379679594.210412,2379679594.210412,372921,2000,1929.7000000000003
2024-07-10 05:54:21.338015,2381277623.6785545,2381277623.6785545,372921,2000,1929.7000000000003
2024-07-10 05:54:40.218045,2382727741.2165365,2382727741.2165365,372921,2000,1929.7000000000003
2024-07-10 05:54:59.982100,2382487914.9718027,2382487914.971803,372921,2000,1929.7000000000003
2024-07-10 05:55:19.386240,2383111484.160511,2383111484.1605115,372921,2000,1932.4
2024-07-10 05:55:39.674280,2383878325.910302,2383878325.910302,372921,2000,1932.4
2024-07-10 05:55:59.962320,2387238575.2864823,2387238575.286483,372921,2000,1932.4
2024-07-10 05:56:20.250350,2389550373.3733244,2389550373.373324,372921,2000,1932.4
2024-07-10 05:56:40.539390,2387892150.511692,2387892150.511692,372921,2000,1929.7000000000003
2024-07-10 05:57:00.827420,2388115790.9685135,2388115790.9685135,372921,2000,1929.7000000000003
2024-07-10 05:57:21.119585,2387027417.0826225,2387027417.082623,372921,2000,1932.4
2024-07-10 05:57:41.402625,2384400434.507664,2384400434.5076647,372921,2000,1929.7000000000003
2024-07-10 05:58:01.690655,2383464986.8275404,2383464986.8275404,372921,2000,1929.7000000000003
2024-07-10 05:58:21.978695,2384071577.233854,2384071577.233854,372921,2000,1929.7000000000003
2024-07-10 05:58:42.266725,2384725563.478775,2384725563.478775,372921,2000,1929.7000000000003
2024-07-10 05:59:02.554765,2384492416.7916245,2384492416.7916245,372921,2000,1927.0
2024-07-10 05:59:22.842805,2385106335.3808117,2385106335.3808117,372921,2000,1929.7000000000003
2024-07-10 05:59:43.134960,2385274748.674877,2385274748.674877,372921,2000,1929.7000000000003
2024-07-10 06:00:03.415855,2384648367.8682556,2384648367.868256,372921,2000,1929.7000000000003
2024-07-10 06:00:23.703980,2381597009.1293864,2381597009.1293864,372921,2000,1929.7000000000003
2024-07-10 06:00:43.992105,2379520609.34264,2379520609.34264,372921,2000,1929.7000000000003
2024-07-10 06:01:04.280230,2379429527.0902233,2379429527.0902233,372921,2000,1929.7000000000003
2024-07-10 06:01:24.569355,2378833359.451336,2378833359.451336,372921,2000,1927.0
2024-07-10 06:01:44.857480,2379276809.2935934,2379276809.293593,372921,2000,1932.4
2024-07-10 06:02:05.145730,2379784992.901669,2379784992.9016685,372921,2000,1932.4
2024-07-10 06:02:25.432855,2379964903.2348785,2379964903.2348785,372921,2000,1929.7000000000003
2024-07-10 06:02:45.720980,2381318593.0285683,2381318593.0285683,372921,2000,1929.7000000000003
2024-07-10 06:03:06.910500,2381351100.1735272,2381351100.1735277,372921,2000,1929.7000000000003
2024-07-10 06:03:26.297230,2380504432.839708,2380504432.839708,372921,2000,1929.7000000000003
2024-07-10 06:03:46.585355,2381478748.263218,2381478748.263218,372921,2000,1929.7000000000003
2024-07-10 06:04:06.873480,2381790118.094198,2381790118.094198,372921,2000,1929.7000000000003
2024-07-10 06:04:27.161730,2381805194.0210176,2381805194.021018,372921,2000,1929.7000000000003
2024-07-10 06:04:47.449855,2381358829.084934,2381358829.084934,372921,2000,1929.7000000000003
2024-07-10 06:05:07.737980,2379242355.666218,2379242355.666218,372921,2000,1929.7000000000003
2024-07-10 06:05:28.261050,2376641412.2790847,2376641412.279084,372921,2000,1927.0
2024-07-10 06:05:48.314230,2375395774.227863,2375395774.2278624,372921,2000,1929.7000000000003
2024-07-10 06:06:08.603355,2374437063.810553,2374437063.8105536,372921,2000,1929.7000000000003
2024-07-10 06:06:28.891480,2373618263.3772006,2373618263.3772,372921,2000,1929.7000000000003
2024-07-10 06:06:49.179730,2373007093.7527056,2373007093.7527056,372921,2000,1929.7000000000003
2024-07-10 06:07:09.464855,2371991278.3554773,2371991278.3554773,372921,2000,1929.7000000000003
2024-07-10 06:07:29.754980,2373331591.6315837,2373331591.6315837,372921,2000,1929.7000000000003
2024-07-10 06:07:46.649105,2375343096.7261157,2375343096.7261157,372921,2000,1929.7000000000003
2024-07-10 06:09:19.195730,2377483550.5411034,2377483550.5411034,372921,2000,1929.7000000000003
2024-07-10 06:10:51.738355,2378880260.192025,2378880260.192025,372921,2000,1932.4
2024-07-10 06:12:24.282695,2377522763.091716,2377522763.091716,372921,2000,1929.7000000000003
2024-07-10 06:13:56.826980,2377161355.5673413,2377161355.567341,372921,2000,1929.7000000000003
2024-07-10 06:15:29.371275,2379249027.418389,2379249027.418389,372921,2000,1929.7000000000003
2024-07-10 06:17:01.915435,2380885860.030513,2380885860.030513,372921,2000,1929.7000000000003
