filter2_file,total_counts_under_contours,qs_mean_counts,contour_area,Exposure,Meas_exposure,Shutter_pos
2024-10-08T23:37:39.190,52871887.019696645,2624.563812122445,17566,1924.3000000000002,2000,180.791015625
2024-10-08T23:39:16.151,52714610.39835463,2606.947850097174,17566,1918.9,2000,180.791015625
2024-10-08T23:40:53.111,52846653.18769394,2621.9050642399675,17566,1924.3000000000002,2000,180.791015625
2024-10-08T23:42:30.701,52826970.69764892,2633.3203382604174,17566,1924.3000000000002,2000,180.791015625
2024-10-08T23:44:07.314,52595016.19699047,2615.3618463072225,17566,1921.6000000000004,2000,180.791015625
2024-10-08T23:45:44.236,52724611.06978784,2630.8862103669644,17566,1924.3000000000002,2000,180.791015625
2024-10-08T23:47:20.983,52680021.56717101,2620.384600500293,17566,1924.3000000000002,2000,180.791015625
2024-10-08T23:48:57.944,52725942.6677238,2614.467831419396,17566,1924.3000000000002,2000,180.791015625
2024-10-08T23:50:34.936,52452392.4930962,2611.247566349776,17566,1921.6000000000004,2000,180.791015625
2024-10-08T23:52:11.928,52648296.656225964,2618.106247085216,17566,1924.3000000000002,2000,180.791015625
2024-10-08T23:53:48.889,52655899.06786904,2617.587212297197,17566,1924.3000000000002,2000,180.791015625
2024-10-08T23:55:25.881,52607738.76157477,2622.1790436570705,17566,1924.3000000000002,2000,180.791015625
2024-10-08T23:57:02.873,52644895.85954669,2626.2781091352963,17566,1924.3000000000002,2000,180.791015625
2024-10-08T23:58:39.866,52521993.05017546,2625.719222486407,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:00:16.823,52672605.306922115,2618.4516901108004,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:01:53.783,52591977.27675796,2631.309539489524,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:03:30.743,52580387.86499776,2620.6784695353117,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:05:07.704,52629481.62091501,2619.2829934000606,17566,1921.6000000000004,2000,180.791015625
2024-10-09T00:06:44.664,52730530.74427807,2632.4137233111815,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:08:21.624,52705588.045926034,2634.1471101912634,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:09:58.585,52649704.7686754,2632.7376817275704,17566,1921.6000000000004,2000,180.966796875
2024-10-09T00:11:35.614,52765400.03800671,2643.936584273088,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:13:12.704,52722303.8278151,2628.850208229726,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:14:49.790,52632936.626642555,2643.1000888755107,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:16:26.879,52597354.22775975,2626.265169333538,17566,1921.6000000000004,2000,180.791015625
2024-10-09T00:18:03.967,52670101.11101346,2623.907473683448,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:19:41.549,52554869.89450857,2628.52842584065,17566,1921.6000000000004,2000,180.791015625
2024-10-09T00:21:18.143,52781288.65260143,2624.4822364910287,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:22:55.232,52852303.46436253,2625.7477215193912,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:24:32.320,52607637.760294445,2625.1194728862197,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:26:09.408,52883577.21919264,2630.259968268539,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:27:46.496,52730662.647328794,2623.977009486297,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:29:23.584,52623236.85833262,2619.189124176521,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:31:00.709,52542847.88245673,2632.7597400120194,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:32:37.793,52657033.40616056,2615.0619564258027,17566,1921.6000000000004,2000,180.791015625
2024-10-09T00:34:14.881,52832286.345254295,2624.7223117947965,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:35:51.970,52710221.82967954,2617.2097633277986,17566,1918.9,2000,180.791015625
2024-10-09T00:37:29.580,52814609.445238486,2624.2162510693724,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:39:06.145,52912334.65143308,2627.9256528315277,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:40:43.199,52825937.57870753,2617.6536976775983,17566,1924.3000000000002,2000,180.966796875
2024-10-09T00:42:20.224,52967545.91178923,2632.200171365631,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:43:57.248,52779510.410663135,2616.3245096191804,17566,1924.3000000000002,2000,180.966796875
2024-10-09T00:45:34.240,52929348.92281614,2629.657994807803,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:47:11.296,52995494.11465624,2634.468883783046,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:48:48.353,52901507.19733048,2635.287053233264,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:50:25.345,53029138.97663044,2642.6847325484364,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:52:02.401,53025454.71607776,2634.2863577974667,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:53:39.457,52657357.45128914,2623.3713127834444,17566,1921.6000000000004,2000,180.791015625
2024-10-09T00:55:16.482,52723229.144044675,2615.4591759515542,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:56:53.538,52888523.06433701,2613.224478532002,17566,1924.3000000000002,2000,180.791015625
2024-10-09T00:58:30.594,52735217.002887666,2616.5430299463687,17566,1924.3000000000002,2000,180.966796875
2024-10-09T01:05:31.555,53264770.619197264,2647.091215861027,17566,1924.3000000000002,2000,180.791015625
2024-10-09T01:07:08.613,53146657.388280906,2631.797423317261,17566,1924.3000000000002,2000,180.791015625
2024-10-09T01:08:45.636,52964801.85818015,2619.6589851392155,17566,1924.3000000000002,2000,180.791015625
2024-10-09T01:10:22.695,52840564.80761703,2609.9620966395087,17566,1921.6000000000004,2000,180.791015625
2024-10-09T01:11:59.718,52901826.903143324,2625.953481936574,17566,1924.3000000000002,2000,180.791015625
2024-10-09T01:13:36.740,52828219.60863085,2606.344390833503,17566,1924.3000000000002,2000,180.791015625
2024-10-09T01:15:13.732,52935046.76700421,2624.268876102819,17566,1924.3000000000002,2000,180.791015625
2024-10-09T01:16:50.722,52809919.35959865,2620.6701737218473,17566,1924.3000000000002,2000,180.791015625
2024-10-09T01:18:27.718,52707379.13160177,2624.298721714091,17566,1924.3000000000002,2000,180.966796875
2024-10-09T01:20:04.739,52741801.523216195,2631.086433405409,17566,1924.3000000000002,2000,180.791015625
2024-10-09T01:21:41.703,52611956.42530613,2621.267973364535,17566,1921.6000000000004,2000,180.966796875
2024-10-09T01:23:18.693,52807327.56314911,2627.2492130119367,17566,1924.3000000000002,2000,180.791015625
2024-10-09T01:24:55.651,52705267.32738684,2617.871345829342,17566,1921.6000000000004,2000,180.791015625
2024-10-09T01:26:32.676,52870243.02029486,2614.5442881946374,17566,1924.3000000000002,2000,180.791015625
2024-10-09T01:28:09.668,52665527.06977257,2609.6107807501794,17566,1921.6000000000004,2000,180.966796875
2024-10-09T01:29:46.693,52973852.695943214,2618.502629831381,17566,1924.3000000000002,2000,180.791015625
2024-10-09T01:31:23.720,52927998.28456887,2605.1798366131147,17566,1918.9,2000,180.791015625
2024-10-09T01:40:07.774,58637415.88349191,2695.8327736314855,17566,1430.2,1500,180.791015625
2024-10-09T01:41:52.531,65764793.91865488,3004.4550127485195,17566,959.85,1000,180.791015625
2024-10-09T01:43:31.153,67282747.04483375,2981.9762896114567,17566,479.25000000000006,500,180.791015625
2024-10-09T01:45:08.857,69702553.59373516,3032.4408281027117,17566,959.85,1000,180.791015625
2024-10-09T01:46:47.186,70173682.28416122,2999.1322074186887,17566,477.90000000000003,500,180.791015625
2024-10-09T01:48:24.118,71845689.93042074,3039.2495626450977,17566,959.85,1000,180.791015625
2024-10-09T01:50:03.218,71152997.36351809,3010.096519224121,17566,479.25000000000006,500,180.966796875
2024-10-09T01:51:40.151,71089018.36915909,3059.8948015004603,17566,961.2,1000,180.966796875
2024-10-09T01:53:19.251,70288148.64212191,3010.813230596973,17566,477.90000000000003,500,180.791015625
2024-10-09T01:54:56.183,71807741.10906266,3052.3779134287265,17566,959.85,1000,180.791015625
2024-10-09T01:56:41.278,65436802.022606656,2712.600208981402,17566,1430.2,1500,180.791015625
2024-10-09T01:58:25.528,70879878.03996989,3048.646150798816,17566,961.2,1000,180.791015625
2024-10-09T02:00:10.618,64393048.33706359,2721.5848895529402,17566,1430.2,1500,180.791015625
2024-10-09T02:01:54.867,69674273.55510725,3053.8880300125343,17566,961.2,1000,180.791015625
2024-10-09T02:03:39.965,63448006.10274464,2721.283900909022,17566,1430.2,1500,180.791015625
2024-10-09T02:05:24.213,68661339.6944723,3057.1797271530168,17566,961.2,1000,180.966796875
2024-10-09T02:07:09.311,62403252.94089588,2710.434384656647,17566,1424.8000000000002,1500,180.791015625
2024-10-09T02:08:53.590,68310986.2317891,3049.035993809332,17566,961.2,1000,180.791015625
2024-10-09T02:10:38.687,62215477.413265556,2715.7248121344196,17566,1430.2,1500,180.791015625
2024-10-09T02:12:22.968,67609473.48221382,3045.286160966822,17566,961.2,1000,180.791015625
2024-10-09T02:14:08.633,61564212.70769449,2714.0212436836223,17566,1430.2,1500,180.791015625
2024-10-09T02:15:52.344,67117537.80697094,3051.6707018497877,17566,961.2,1000,180.791015625
2024-10-09T02:17:37.441,60991802.81379736,2720.186446236913,17566,1430.2,1500,180.791015625
2024-10-09T02:19:21.723,66670746.847212546,3053.02025003093,17566,961.2,1000,180.791015625
2024-10-09T02:21:06.817,60441320.79611266,2726.8052316686044,17566,1430.2,1500,180.791015625
2024-10-09T02:22:51.656,66227609.19188643,3052.3725856195365,17566,962.5500000000001,1000,180.791015625
2024-10-09T02:24:36.162,60190789.154434845,2725.883940239604,17566,1430.2,1500,180.791015625
2024-10-09T02:28:05.473,59783750.85922414,2712.616104617594,17566,1430.2,1500,180.791015625
2024-10-09T02:29:51.991,58599065.0232476,2658.1717797469296,17566,1924.3000000000002,2000,180.791015625
2024-10-09T02:31:39.109,59094798.19450148,2715.5912192146816,17566,1430.2,1500,180.791015625
2024-10-09T02:33:25.527,58108064.75364886,2655.8856598944867,17566,1924.3000000000002,2000,180.87890625
2024-10-09T02:35:12.546,58439138.608238816,2704.2476909371185,17566,1430.2,1500,180.791015625
2024-10-09T02:36:59.929,57495601.02166317,2658.1357810400086,17566,1924.3000000000002,2000,180.87890625
2024-10-09T02:38:46.822,58007819.35305514,2703.9427688474893,17566,1430.2,1500,180.791015625
2024-10-09T02:40:32.597,57049650.049389355,2652.211409453831,17566,1924.3000000000002,2000,180.87890625
2024-10-09T02:42:19.586,57684878.2195622,2701.351180155126,17566,1430.2,1500,180.791015625
2024-10-09T02:44:06.134,56699862.24693423,2650.561483235584,17566,1924.3000000000002,2000,180.87890625
2024-10-09T02:45:53.154,57364675.083728485,2700.528951061813,17566,1430.2,1500,180.791015625
2024-10-09T02:47:39.702,56448864.357031725,2651.038124493373,17566,1924.3000000000002,2000,180.87890625
2024-10-09T02:49:29.468,56258661.257623985,2646.276355809518,17566,1924.3000000000002,2000,180.87890625
2024-10-09T02:51:18.390,55910992.74743492,2638.1376015180745,17566,1918.9,2000,180.87890625
2024-10-09T02:53:07.739,55915808.80416173,2642.3080442982573,17566,1929.7000000000003,2000,183.076171875
2024-10-09T02:54:59.288,57381159.127923384,2703.167221388704,17566,1929.7000000000003,2000,1.93359375
