time,reg1,reg2,reg3,reg4,reg5,reg6,reg7
2024-11-12 23:26:47.792570,15689823.499846254,10035771.251445051,28177912.162095815,52318384.49871629,44551672.48129862,10845285.659549978,27692221.835985575,278838080.6229827
2024-11-12 23:28:25.417400,16025432.455615556,9884956.23319202,27553712.170200154,52348362.91546847,45660203.6733208,11018735.065527374,28525240.193755724,277984865.68671036
2024-11-12 23:30:02.289035,16064064.148175377,10015965.954460222,26905573.863117643,52241375.76961276,44824790.99875432,11225577.509942358,28132106.18363673,277456478.6665026
2024-11-12 23:31:39.537330,15859933.38480639,9838082.974755248,26275445.197233174,52663558.75862473,44848834.843416505,11401289.618997915,27655479.939141616,276827363.0630228
2024-11-12 23:33:16.785510,15823878.227131387,9843122.400939438,26041632.072658863,52291024.88595733,44601839.53089532,11532561.28350135,27641380.188061737,275855094.851672
2024-11-12 23:34:54.328050,15767801.30139738,9851412.065022035,25593814.026529774,52098316.8708041,44736410.637376264,11541138.053236427,27642312.214322373,275379908.61003846
2024-11-12 23:36:31.281975,15598399.258288592,10072575.964385483,25337165.504949264,51787055.61031232,44564318.80034309,11461297.251168145,27173406.233283497,274278282.6330836
2024-11-12 23:38:08.530280,15491342.82045365,9858280.7053066,25304099.515894003,50690975.71779796,44563241.11844167,11056970.637153283,27216092.653427392,273417878.40771145
2024-11-12 23:39:45.777450,15667817.228632662,9818982.438757148,25062603.25687371,50444658.200573824,44152510.78468579,10919610.958418317,27318282.003646694,272191699.6369724
2024-11-12 23:41:23.266200,15835274.07563983,10008528.599090993,25237481.888229854,50698677.145500936,43913934.38483749,10623621.241627757,27047119.107676987,272440533.35404944
2024-11-12 23:43:00.274925,15654721.473507019,10012289.923215378,25172433.60658402,50723130.0707777,44128519.359591514,10504056.652463034,27161120.121893816,272805875.2546755
2024-11-12 23:44:37.522095,15829059.426779803,10023422.83133116,24912674.88042899,50726718.163071215,44012559.10043001,10548882.092238663,27423475.036181226,272547342.9016414
2024-11-12 23:46:14.771390,15890643.121911142,10071022.311462251,25018648.56292646,51034450.40257179,44081616.4441638,10564061.18044652,27325532.931624956,272970774.9818293
2024-11-12 23:47:52.196850,15893310.810517006,10067595.232402299,25228069.822561957,51134223.96122567,43711463.98036371,10803951.74919631,27264284.51925896,273958904.73343325
2024-11-12 23:49:29.266865,15949434.802340757,10007227.227106772,25124571.48821777,50988809.26000355,43646693.605669945,10871798.6568221,27178919.33665017,273784292.5814196
2024-11-12 23:51:06.516160,15941345.72684957,10135559.812732842,24703010.838506177,51112242.75646457,43786864.408815846,10800085.311606813,27318104.259105317,272969098.31190175
2024-11-12 23:52:43.764455,15905978.002257522,9981693.363972906,25014675.174637485,51232352.543615274,43747338.17752771,11208607.149381952,27172416.393901523,274500819.9740164
2024-11-12 23:54:21.116350,16120384.57445217,9956081.78656841,24972701.735799193,51338453.27296828,43936149.35573104,12061033.581135154,28220751.330822237,274919686.6891862
2024-11-12 23:55:58.260930,16284416.159244679,9848922.169073576,24833586.996639453,51207382.45862982,44230166.489201285,12091842.571591258,28392109.616024874,274804026.5231568
2024-11-12 23:57:35.509100,16423424.756728567,9908472.274964582,24791070.866308562,50558467.918019995,43929189.89749262,11741717.836853454,27548358.546845336,273957715.9060397
2024-11-12 23:59:12.756405,16111108.113396399,9978575.194285743,25158543.91727537,50627063.559866406,44088807.69087928,11505706.195979714,27244362.46287159,274053450.93902427
2024-11-13 00:00:50.470000,15986758.118839096,10117580.018765053,25031340.300318457,50242031.56835049,44227608.73765695,11514501.086357472,27162663.597100183,273662885.34808964
2024-11-13 00:02:27.250870,15942843.896587577,9957930.700079078,24754381.98344768,50265684.65599845,44052233.79801326,11496510.9827977,27069418.169250518,273882265.7519747
2024-11-13 00:04:04.501165,15875517.086371055,9974386.966051258,24929626.738081764,51013509.88508618,44174219.971188344,11822146.186301127,27048848.337241694,274868700.9876734
2024-11-13 00:05:41.747345,15833081.959290378,9999172.478675634,24851392.80463934,51065838.82600676,44070716.50110309,11654547.055380987,27085609.30617823,274954708.02931714
2024-11-13 00:07:18.994640,15817279.400781866,10011395.503055414,24643707.165042624,50616470.62277936,44158071.602174506,11029482.28091745,27116446.66475324,273071142.5674199
2024-11-13 00:08:56.243935,15801635.845693726,9993307.570539199,24708755.007382967,50494570.54567498,44333927.88394993,10880490.897704631,27170810.528936997,273783870.2521981
2024-11-13 00:10:33.497115,15681459.42523589,10177185.080777075,24698653.401677277,50290976.92877348,43967756.528918535,10809880.584229182,27245220.87506967,272723842.073731
2024-11-13 00:12:10.744410,15550818.660051709,10114253.192872692,24543650.60175346,50116745.49537265,44081374.76955699,10755394.299649213,27145925.920574646,272139104.7113651
2024-11-13 00:13:47.997580,15622277.311742311,9988099.57283559,24630403.711907454,50148327.09340607,44247143.117900714,10712781.814215768,27180866.922326155,273799818.81271714
2024-11-13 00:15:25.241760,15674804.371738177,10116737.446002785,24600998.092428155,50786783.07832667,44268860.393579945,10762408.205432614,27430905.784278564,275663201.73117507
2024-11-13 00:17:02.489055,15672408.464917894,10284673.813118147,24629389.1972627,51644064.20225447,45063287.90548834,10929124.5373241,27388418.531323776,279344647.941301
2024-11-13 00:18:39.738225,15836232.37293542,10276066.651172552,25429635.06293996,54904775.78908487,46326601.34441395,10971375.746432943,27340482.170544624,316597603.4598679
2024-11-13 00:19:16.666420,15990528.358607547,10714124.678732466,25859436.870921336,56163790.86063284,46218563.936901346,10895085.582881957,27405848.51016684,335909261.2938593
2024-11-13 00:19:36.584500,15992136.548936028,10916656.29199022,25841225.741451163,55846305.85704133,46808249.56296736,10916862.363767883,27315881.200199552,334358032.4088663
2024-11-13 00:19:55.450490,16013529.92202006,11202070.324236795,25746207.786892623,55832260.14132039,46671135.78738191,10919685.62779947,27237613.954951614,332037088.5683767
2024-11-13 00:20:16.250520,16078565.332712524,11270024.200382652,25547098.337873146,55711559.754817754,46704074.77940064,10923172.615208592,27237958.121181324,324042912.60730374
2024-11-13 00:20:37.505600,16084038.705830732,11255380.79346444,25464800.912318237,55894530.857302845,46966771.336261734,10958319.410687413,27160229.711613998,322797351.7171601
2024-11-13 00:20:57.850725,16051495.585554622,11146667.033164134,25405555.174778476,55927537.12352082,47364204.054967865,10947003.601310953,27206598.801135775,323268999.2133317
2024-11-13 00:21:18.649755,16042576.889257051,11169866.93822625,25428456.679036766,57236168.95497948,47562067.02421381,10991611.408054154,27247951.775117,329058918.9635978
2024-11-13 00:21:39.449670,16043423.651041161,10999702.37161649,25301462.545608725,55653888.739706576,47371615.27572739,11027098.578717906,27319319.29083685,319599481.7779398
2024-11-13 00:22:00.249835,16053731.214046191,10871239.914219733,25297569.138532422,55089586.15169117,47242571.42865622,11089922.757116515,27415199.783374943,317289868.77390045
2024-11-13 00:22:21.498750,16084092.625794573,10822975.649612825,25267225.130594447,54757438.779704526,47148294.13626318,11117408.641840115,27470249.896099575,314604525.8958794
2024-11-13 00:22:41.850905,16073324.366952302,10746429.935465347,25291620.170551464,54309405.76301637,47146402.16730757,11115486.403598256,27457645.291865006,311297371.35768545
2024-11-13 00:23:02.650945,16062424.30063855,10614474.59886536,25304351.076577008,54173664.24969673,47100481.78642611,11096347.792001883,27419451.334636338,308770044.00991756
2024-11-13 00:23:23.450985,16129194.001331322,10599861.922892097,25323431.957700722,53880842.23591579,47034229.9185788,11099394.380238056,27364815.33290833,306376539.4620886
2024-11-13 00:23:44.251140,16125047.709699638,10604114.819760874,25323100.130647402,53904752.50026011,47113169.64515521,11092344.249241246,27367159.19889696,304804344.57636815
2024-11-13 00:24:05.510550,16091709.875275647,10625423.14557361,25379571.432921167,53751737.35240809,47027903.60841215,11053994.2853683,27367949.097913247,303397660.0414335
2024-11-13 00:24:25.851095,16102714.05668458,10572797.244983975,25398750.464341175,53741857.108464904,46839830.86087175,11035254.358089138,27352344.74556168,301848384.34080654
2024-11-13 00:24:46.651250,16143643.749328371,10579944.258621268,25439588.666704725,53633350.44573915,46628794.769990474,11008579.725506894,27343769.211681798,300244642.3087846
2024-11-13 00:25:07.451290,16190047.287427384,10531219.924620505,25364494.045330305,53575636.48594416,46501316.5700932,10999380.820901284,27268863.93134101,298516616.77841127
2024-11-13 00:25:28.251330,16135165.477460481,10518775.711046172,25285319.32214435,53463686.91903159,46569045.63573685,11021130.897010006,27266471.00690134,297504221.9884219
2024-11-13 00:25:49.503700,16082839.281325793,10533955.302300949,25241343.82290311,53333491.016721144,46287570.94819126,11002516.169632915,27306219.125361953,296627228.7680485
2024-11-13 00:26:09.850400,16069653.209221166,10597995.954134813,25228400.264019325,53247749.53270172,45918750.16002864,11020536.946641058,27265695.413061857,296228369.6516606
2024-11-13 00:26:30.650565,16096419.16597499,10553203.275091011,25192526.97702026,53278328.29457821,45743038.26857723,11024890.527927123,27280702.226292856,296100996.9324658
2024-11-13 00:26:51.450480,16079762.95956799,10530555.716034306,25232202.852261093,53170908.67068444,45730829.918147296,11068254.165227704,27231449.90862358,295391188.9731823
2024-11-13 00:27:12.250635,16147205.656124465,10475816.315981733,25237631.21056789,53103160.84844935,45718691.47760321,11086805.996606532,27258319.672899935,295131348.0393671
2024-11-13 00:27:33.516750,16182728.894963123,10416319.158561334,25292531.77349125,52836717.257298514,45682625.10895209,11047188.130543627,27277467.43125828,294168647.54568326
2024-11-13 00:27:53.851590,16231081.92192258,10383865.423848584,25333856.696018577,52560142.69599162,45780959.2081548,11065555.185939854,27299907.483880736,293040069.97070843
2024-11-13 00:28:14.651745,16299938.101318758,10462732.013078779,25389565.59091242,52418028.9523806,45802559.68400038,11055358.908673462,27390498.24764478,292365740.78870344
2024-11-13 00:28:35.451785,16348237.884122025,10445673.792638136,25363131.543583907,52482762.75051074,45760943.07599445,11147467.318582686,27458864.41769913,291820220.43529373
2024-11-13 00:28:56.251825,16380062.754464772,10487111.195320223,25273840.81546485,52353594.740294345,45718005.39384347,11180153.989079725,27449508.287672937,290842277.445399
2024-11-13 00:29:17.518650,16424988.034128524,10418245.804003762,25230870.559088454,52385575.41966837,45781727.45235031,11163240.73816691,27492681.250324644,289718083.9788699
2024-11-13 00:29:37.851895,16535702.934609372,10290629.085177992,25180282.885569483,52495689.815978326,45916746.081393465,11129842.010593012,27529336.961391643,288726022.90803564
2024-11-13 00:29:58.652060,16512871.979761776,10261919.758300455,25084729.043508027,52563135.6769829,46096574.18465237,11133583.073812913,27565347.064981036,288008370.2522548
2024-11-13 00:30:19.452100,16500571.006492965,10301645.130529225,25033063.10277464,52641603.6376028,46158326.00805642,11131273.223575616,27568718.039416857,287456231.1688486
2024-11-13 00:30:40.251005,16547720.0,11382222.0,25447356.0,51037568.0,45013816.0,10674755.0,27347020.0,284377472.0
2024-11-13 00:31:01.511700,16537169.0,11451177.0,25439844.0,51173192.0,45064496.0,10730094.0,27320888.0,284142848.0
2024-11-13 00:31:21.851210,16465194.0,11476971.0,25469200.0,51228256.0,45136172.0,10730424.0,27151716.0,283843968.0
2024-11-13 00:31:42.651365,16422702.0,11512632.0,25458252.0,51194712.0,45088992.0,10764996.0,27138338.0,283664032.0
2024-11-13 00:32:03.452280,16428950.0,11559063.0,25502016.0,51056192.0,45249712.0,10765254.0,27153160.0,283168640.0
2024-11-13 00:32:24.252320,16456272.0,11595736.0,25582298.0,50919880.0,45423052.0,10775141.0,27132530.0,283167104.0
2024-11-13 00:32:45.524750,16451192.0,11587846.0,25615370.0,50923768.0,45517364.0,10793930.0,27056720.0,283323584.0
2024-11-13 00:33:03.651500,16415470.0,11598224.0,25614040.0,50871632.0,45594208.0,10851286.0,27186656.0,283059296.0
2024-11-13 00:34:40.252685,16633523.0,11524240.0,25490494.0,50937992.0,45326012.0,10769920.0,27980196.0,282237632.0
2024-11-13 00:36:17.499980,16282953.0,11389135.0,25364140.0,51287056.0,44977832.0,10759000.0,30694606.0,279843584.0
2024-11-13 00:37:54.749160,16146830.0,11436982.0,25583184.0,50759420.0,44195196.0,10750678.0,28410264.0,278992960.0
