Time,Mean,Std,AR_total,Diff_error,Img_count,area
2024-07-10 04:41:24.916350,8.194949726923086,260.53395660193394,4021184.969482422,5553.905492071789,65712917.27636719,2827
2024-07-10 04:42:56.627645,3.3059464510560117,264.0937273612419,2517616.2561035156,4555.163218037641,44016640.05761719,1952
2024-07-10 04:44:28.340805,-6.655521855391982,250.3625690780915,1620067.6037597656,3237.6074640200136,22584271.806640625,1119
2024-07-10 04:46:00.180090,-12.232486253764872,254.42158628040443,992253.0356445312,2809.4838054109855,16778651.509765625,778
2024-07-10 04:47:32.148260,-0.8331340360213393,312.833417876772,3508885.0063476562,4330.283271458184,41011591.41308594,1591
2024-07-10 04:49:04.120545,8.359764644392882,328.19641551155394,5808104.579589844,5707.83862249376,70966948.08007812,2740
2024-07-10 04:50:36.847050,9.026420752261563,279.6788769714415,4406602.855957031,5648.69132126572,68222030.12890625,2679
2024-07-10 04:52:08.530000,4.403156024718146,259.8022127229813,2358326.4526367188,4529.627305651969,43393373.62207031,1781
2024-07-10 04:53:40.211600,9.607215354604032,287.32296304861524,3689931.7963867188,5300.527533128116,59881115.998046875,2725
2024-07-10 04:55:12.214550,11.110323600761289,297.27248302973015,2442768.50390625,4278.969406084031,39061926.82910156,1684
2024-07-10 04:56:43.988615,10.454152379293141,277.2409156574379,1322373.8779296875,3321.8411529911973,23391631.215820312,992
2024-07-10 04:58:15.989900,11.484693702468912,260.25539257917774,919868.4436035156,2665.8736895130755,15133633.4453125,709
2024-07-10 04:59:47.990070,8.856170693528249,279.32623665760383,1105130.7116699219,2715.4829745932975,15852826.237304688,800
2024-07-10 05:01:19.989355,16.219699549403295,277.1877155575931,1664194.7509765625,3678.941462828792,28733415.40234375,1240
2024-07-10 05:02:51.990515,12.280272733751989,282.4303398801037,1837958.052734375,3717.844473610893,29482693.142578125,1270
2024-07-10 05:04:23.990685,0.28464143641887807,295.7137336556558,1230413.6166992188,3074.3538651234667,20133716.93359375,889
2024-07-10 05:05:55.989970,-4.729752844936132,291.00963524091213,2184820.4018554688,3931.052443879178,33091167.022460938,1489
2024-07-10 05:07:27.991255,-17.09659980307842,287.42814524147906,1618957.7744140625,3326.3854351155096,23748637.926757812,1212
2024-07-10 05:08:59.991550,-16.4288825360121,288.77527720131076,1550020.23828125,3261.9648657839857,22830849.860351562,1172
2024-07-10 05:10:31.990710,-21.903540100994903,291.9539983975764,1154288.7875976562,3070.80319472401,20013953.3203125,888
2024-07-10 05:12:03.991880,-28.838775073845593,285.6164906199946,608372.9912109375,2154.654797929231,9893447.6328125,479
2024-07-10 05:13:35.992165,-14.79720508617299,279.7316329970676,404981.2421875,1826.4030622328225,7076477.54296875,336
2024-07-10 05:15:07.991325,-26.50390807510473,286.5724011360815,532252.0693359375,2056.937943347947,8994239.5234375,425
2024-07-10 05:16:40.247620,-23.738912602189366,284.19746631153976,539785.4077148438,1963.1741892112889,8247891.193359375,429
2024-07-10 05:18:12.533780,-22.515240305043672,285.0799835210527,385487.3818359375,1698.0301636622792,6152100.2919921875,299
2024-07-10 05:19:44.792950,-9.856268362409624,300.40630160508766,717841.7651367188,2202.273626683622,10417859.973632812,557
2024-07-10 05:21:17.462350,-18.940659555316223,296.2240589854338,790023.4130859375,2529.8774616555756,13590583.387695312,609
2024-07-10 05:22:49.302395,-8.748193785619446,292.1965037127353,962565.6083984375,2777.5174318614268,16391771.734375,668
2024-07-10 05:24:21.559690,3.729620859961302,300.191941582026,1838412.328125,3621.5699136068974,28069949.596679688,1143
2024-07-10 05:25:53.814975,-9.027664050724466,291.8552077906839,816871.5151367188,2564.7697668132287,13972959.407226562,593
2024-07-10 05:27:26.711450,-7.041026209576302,296.99797478084815,675784.19140625,2180.139080334019,10181797.01171875,480
2024-07-10 05:28:58.327305,-1.4191684418645782,297.12568003814886,900654.1040039062,2569.637665013858,14106729.591796875,676
2024-07-10 05:30:30.583590,2.825481547180669,316.2282936055164,1880685.8095703125,3628.940349374155,28219101.88671875,1163
2024-07-10 05:32:02.839760,-2.6007929657287816,308.7698948390369,2970117.1057128906,4470.969407981859,42949252.03125,1917
2024-07-10 05:33:35.960450,4.169426472490372,318.5635679709507,2598752.7602539062,4228.264195866104,38355188.93359375,1716
2024-07-10 05:35:07.352340,0.7243520197660698,351.5836863100857,5213107.21484375,5646.724448236656,68984101.20117188,2778
2024-07-10 05:36:39.608500,5.798627884201663,380.74668405741204,7072629.9619140625,6059.798901309187,80514955.39453125,3064
2024-07-10 05:38:11.864670,10.75332800114035,393.3729070939903,7319769.963378906,6157.628728334734,83152552.98730469,3249
2024-07-10 05:39:44.124955,18.199117812428234,384.3903161293796,7242755.34765625,6148.6495747652925,82854538.42382812,3193
2024-07-10 05:41:16.377240,15.16813565943653,386.2221102472542,7215512.732421875,6015.8302774960985,79595940.52441406,2958
2024-07-10 05:48:12.569105,20.7521216584704,353.59554013937634,4301539.802734375,4779.227643024826,49983573.474609375,1931
2024-07-10 05:49:45.135400,24.917179428293885,382.5034062901729,6634582.688964844,5614.001178355812,69668601.125,2661
2024-07-10 05:51:17.657685,31.67423996452244,412.118894716137,7381738.4365234375,5737.224747950688,73213233.96679688,2724
2024-07-10 05:52:50.201855,53.86213905409008,494.37009042413047,12875360.297363281,7333.7103396541515,120441974.85839844,4403
2024-07-10 05:54:21.338015,57.09846871032202,582.3255951928269,16943541.142578125,8072.0945395969575,147260961.59570312,5470
2024-07-10 05:54:40.218045,60.88509916031159,611.5276617001967,18985699.73071289,8395.188021437334,159944063.66503906,5835
2024-07-10 05:54:59.982100,60.96626464043333,557.9906030941561,17363180.334472656,8287.975435399543,154744254.19921875,5592
2024-07-10 05:55:19.386240,63.00800884827271,556.029090587799,17618570.927734375,8431.597625802988,159802248.16992188,5803
2024-07-10 05:55:39.674280,65.41393655746229,572.6766154120106,18057467.235595703,8455.140594250948,161036272.23828125,5889
2024-07-10 05:55:59.962320,73.98371041440642,607.1480585464569,20050126.60522461,8704.162831013788,171575027.78515625,6251
2024-07-10 05:56:20.250350,80.36995916384879,630.5668933022911,22033142.262451172,9057.559787016655,186111920.8203125,6856
2024-07-10 05:56:40.539390,76.2461704559553,559.4368391738243,19492546.77294922,8932.721856252023,179079586.32128906,6715
2024-07-10 05:57:00.827420,76.65964242630619,551.0301222391255,19221642.799804688,8889.738649958503,177276549.16210938,6672
2024-07-10 05:57:21.119585,73.53369180452498,509.66961879701574,17499419.501220703,8728.163075908164,169861080.79589844,6508
2024-07-10 05:57:41.402625,66.69908745588403,486.300589239641,16427610.438964844,8616.296527417566,164908741.8173828,6349
2024-07-10 05:58:01.690655,64.67094561955066,468.4456654827015,15433375.577392578,8456.205517913371,158448199.29785156,6086
2024-07-10 05:58:21.978695,65.98011778339153,467.0481817560452,15635816.575439453,8601.913883281824,163621661.36035156,6322
2024-07-10 05:58:42.266725,67.53630510702662,467.2098359393807,16030536.278808594,8730.530590442148,168474865.12695312,6465
2024-07-10 05:59:02.554765,66.79074046210579,458.20564356072975,15384009.132324219,8600.858158931955,163333531.33398438,6273
2024-07-10 05:59:22.842805,68.95245373266707,452.674713945302,15078162.781738281,8515.496290692412,160105517.078125,6156
2024-07-10 05:59:43.134960,69.79201015756367,447.3924060714531,14610686.439941406,8392.512488722912,155479218.2548828,5986
2024-07-10 06:00:03.415855,68.36238850569251,448.9340478695965,14738573.772460938,8443.940572449565,157338838.54882812,6072
2024-07-10 06:00:23.703980,60.368995673532524,436.1226605949398,14017339.478027344,8428.106181195666,156083287.2314453,6088
2024-07-10 06:00:43.992105,29.736167314712894,1807.4093599164783,16707787.874023438,4809.833318523073,62976780.94238281,2773
2024-07-10 06:01:04.280230,26.449759919330784,1807.942888628181,16880541.47607422,4837.498750003727,63683329.71875,2801
2024-07-10 06:01:24.569355,24.705171963223705,1802.1578093896226,16083524.235839844,4707.55370506275,60405647.97363281,2673
2024-07-10 06:01:44.857480,25.410731962273413,1803.1722629623143,15807726.23828125,4661.38629705706,59264770.751953125,2623
2024-07-10 06:02:05.145730,26.438060771161812,1801.661712282868,16272083.666015625,4732.61896514773,61067448.14550781,2712
2024-07-10 06:02:25.432855,27.098788113961106,1801.2484185635924,15321214.196289062,4594.51105754354,57540277.95605469,2556
2024-07-10 06:02:45.720980,33.003632226507335,1801.1064336294805,14640872.553222656,4487.207599945809,54910936.548828125,2447
2024-07-10 06:03:06.910500,35.96961705879403,1800.075332589251,13207091.237792969,4246.971149757814,49280619.1171875,2198
2024-07-10 06:03:26.297230,35.69206585522304,1802.0802486513494,12839406.055175781,4198.351932840408,48091723.888671875,2144
2024-07-10 06:03:46.585355,38.76225282513839,1802.017845291776,12949711.094726562,4223.642083074054,48628015.904296875,2163
2024-07-10 06:04:06.873480,37.23890072354163,1799.4995717393406,13014938.918457031,4232.950151887994,48850672.96484375,2174
2024-07-10 06:04:27.161730,34.87027196823914,1800.5431246638273,13623970.587402344,4346.118954400955,51401470.642578125,2275
2024-07-10 06:04:47.449855,30.959652193194326,1798.8731043915939,13453558.828613281,4324.529266568394,50856665.60449219,2246
2024-07-10 06:05:07.737980,24.56007032159459,1794.3521961151862,13442873.834960938,4326.969520254576,50888204.31347656,2246
2024-07-10 06:05:28.261050,16.05378651694291,1793.4094075968037,14183097.6796875,4465.468359089088,54063912.91015625,2378
2024-07-10 06:05:48.314230,12.666616512376232,1790.1126890740356,14867653.686035156,4581.135654810922,56841261.455078125,2506
2024-07-10 06:06:08.603355,11.843162254408957,1787.880222820075,16017776.79296875,4782.12457696959,61755207.72949219,2722
2024-07-10 06:06:28.891480,10.806713283759777,1783.6096747108465,16409399.999023438,4840.633861679578,63272872.27832031,2797
2024-07-10 06:06:49.179730,10.808038412907075,1782.9847594872217,15950528.024414062,4769.441324215368,61445669.0703125,2710
2024-07-10 06:07:09.464855,8.924816078937575,1782.9763810602262,16045313.19140625,4792.570094997704,61982769.314453125,2724
2024-07-10 06:07:29.754980,12.225923960816301,1787.189367955214,15697990.649902344,4750.099067891859,60824872.89941406,2659
2024-07-10 06:07:46.649105,18.44572909819946,1790.6689255693896,15048229.772460938,4627.976109883819,57884555.39746094,2538
2024-07-10 06:09:19.195730,19.924937505114418,1795.225492345816,13826380.789550781,4447.290036658897,53383158.076171875,2309
2024-07-10 06:10:51.738355,23.677869551330275,1790.8195345354418,14767413.817871094,4574.180363639461,56613665.80761719,2490
2024-07-10 06:12:24.282695,21.429648048866117,1782.2961376315695,12761617.438964844,4183.728794152642,47768790.73535156,2165
2024-07-10 06:13:56.826980,20.098867304946005,1775.0769107538335,11198512.183105469,3835.8578686705023,40626123.32519531,1885
