time,exposure,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10
2024-06-02 08:07:06.622,2.900803,2.3028496e+07,2.518091e+06,1.7326804e+07,7.499509e+06,3.412051e+06,1.906345e+06,1.854647e+06,2.355752e+06,1.700622e+06,2.730512e+06
2024-06-02 08:07:18.623,2.900803,2.2935556e+07,2.518564e+06,1.733434e+07,7.505712e+06,3.416898e+06,1.903743e+06,1.853316e+06,2.354445e+06,1.69985e+06,2.729033e+06
2024-06-02 08:07:30.615,2.900803,2.2842712e+07,2.516589e+06,1.7334886e+07,7.515108e+06,3.412617e+06,1.894435e+06,1.856727e+06,2.348714e+06,1.697463e+06,2.72978e+06
2024-06-02 08:07:42.622,2.900804,2.273622e+07,2.513617e+06,1.7355476e+07,7.509305e+06,3.41599e+06,1.890366e+06,1.855183e+06,2.346234e+06,1.695602e+06,2.728781e+06
2024-06-02 08:07:54.622,2.900804,2.2652408e+07,2.510701e+06,1.7341492e+07,7.517946e+06,3.408625e+06,1.890635e+06,1.853861e+06,2.344786e+06,1.696428e+06,2.729939e+06
2024-06-02 08:08:06.622,2.900804,2.2568192e+07,2.520284e+06,1.7334356e+07,7.510903e+06,3.414769e+06,1.89439e+06,1.853996e+06,2.339697e+06,1.700219e+06,2.729745e+06
2024-06-02 08:08:18.622,2.900802,2.2471574e+07,2.512293e+06,1.7343372e+07,7.507249e+06,3.417039e+06,1.885681e+06,1.855842e+06,2.341064e+06,1.699181e+06,2.726602e+06
2024-06-02 08:08:30.622,2.9008,2.2403942e+07,2.507316e+06,1.7351528e+07,7.512391e+06,3.418709e+06,1.894391e+06,1.860896e+06,2.337824e+06,1.702118e+06,2.732858e+06
2024-06-02 08:08:42.630,2.900801,2.2313392e+07,2.507333e+06,1.7367478e+07,7.504998e+06,3.420557e+06,1.905544e+06,1.856671e+06,2.331556e+06,1.701733e+06,2.727483e+06
2024-06-02 08:08:54.630,2.900798,2.2264944e+07,2.511411e+06,1.7364496e+07,7.512421e+06,3.414409e+06,1.92551e+06,1.855456e+06,2.329925e+06,1.695091e+06,2.727024e+06
