Wavelength,Transmission,Matched_Intensity,Expected_Counts
3.905842207000000030e+02,3.023999999999999716e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.905929153999999812e+02,1.463000000000000208e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.906016200999999910e+02,3.686000000000000248e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.906103248000000008e+02,1.151999999999999938e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.906190295000000106e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.906277241999999887e+02,2.538000000000000050e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.906364288999999985e+02,9.690000000000000918e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.906451637000000119e+02,2.470000000000000179e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.906538684000000217e+02,2.538000000000000050e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.906625630999999998e+02,1.151999999999999938e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.906712678000000096e+02,6.839999999999999935e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.906799725000000194e+02,3.689999999999999665e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.906886771999999723e+02,5.886000000000000405e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.906973719000000074e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
